Timestamp             | Level    | Emoji | Location                         | Message
  File "C:\Users\Stefan\Documents\Github\UBB-Y3-AI-Research\model_src\pipeline_v2\code_v5.py", line 2249, in _validate_methods
    raise ValueError(f"Method '{method_name}' at index {i} is incompatible with FIXED dataset structure.")
ValueError: Method 'cv_model_evaluation' at index 0 is incompatible with FIXED dataset structure.
2025-05-02 16:25:23 | INFO     | ℹ️ | [<module>                 :184 ] | Logger 'ImgClassPipe' initialized. Log file: C:\Users\Stefan\Documents\Github\UBB-Y3-AI-Research\model_src\pipeline_v2\logs\classification.log
2025-05-02 16:25:23 | DEBUG    | 🐛 | [<module>                 :2363] | Chosen sequence: [('cv_model_evaluation', {'cv': 5, 'save_results': True})]
2025-05-02 16:25:23 | INFO     | ℹ️ | [__init__                 :2191] | Initializing Pipeline Executor for model 'cnn' on dataset 'mini-GCD-flat'...
2025-05-02 16:25:23 | INFO     | ℹ️ | [__init__                 :1226] | Initializing Classification Pipeline:
2025-05-02 16:25:23 | INFO     | ℹ️ | [__init__                 :1227] |   Dataset Path: C:\Users\Stefan\Documents\Github\UBB-Y3-AI-Research\model_src\data\mini-GCD-flat
2025-05-02 16:25:23 | INFO     | ℹ️ | [__init__                 :1228] |   Model Type: cnn
2025-05-02 16:25:23 | DEBUG    | 🐛 | [_detect_structure        :443 ] | Did not find standard 'train'/'test' structure. Assuming FLAT structure.
2025-05-02 16:25:23 | INFO     | ℹ️ | [__init__                 :383 ] | Detected dataset structure: flat
2025-05-02 16:25:23 | INFO     | ℹ️ | [_load_flat_dataset       :476 ] | Loading FLAT dataset from C:\Users\Stefan\Documents\Github\UBB-Y3-AI-Research\model_src\data\mini-GCD-flat...
2025-05-02 16:25:23 | INFO     | ℹ️ | [_load_flat_dataset       :486 ] | Full dataset loaded: 434 samples.
2025-05-02 16:25:23 | DEBUG    | 🐛 | [_load_flat_dataset       :501 ] | Initial split: 347 train+val, 87 test indices.
2025-05-02 16:25:23 | DEBUG    | 🐛 | [_load_flat_dataset       :515 ] | Train/Val split: 277 train, 70 validation indices.
2025-05-02 16:25:23 | DEBUG    | 🐛 | [__init__                 :226 ] | TransformedSubset base dataset is a Subset, accessing underlying dataset attributes.
2025-05-02 16:25:23 | INFO     | ℹ️ | [_load_flat_dataset       :534 ] | FLAT Dataset splits: 277 train, 70 validation, 87 test samples.
2025-05-02 16:25:23 | INFO     | ℹ️ | [__init__                 :401 ] | Found 7 classes: 1_cumulus, 2_altocumulus, 3_cirrus, 4_clearsky, 5_stratocumulus, 6_cumulonimbus, 7_mixed
2025-05-02 16:25:23 | INFO     | ℹ️ | [__init__                 :1243] |   Results will be saved to: C:\Users\Stefan\Documents\Github\UBB-Y3-AI-Research\model_src\pipeline_v2\results\mini-GCD-flat\cnn
2025-05-02 16:25:23 | INFO     | ℹ️ | [__init__                 :1259] |   Model Adapter: Initialized with SimpleCNN
2025-05-02 16:25:23 | INFO     | ℹ️ | [__init__                 :1265] | Pipeline initialized successfully for cnn model and flat dataset structure.
2025-05-02 16:25:23 | DEBUG    | 🐛 | [_validate_methods        :2266] | Method validation successful.
2025-05-02 16:25:23 | INFO     | ℹ️ | [__init__                 :2215] | Executor configured to run methods: cv_model_evaluation
2025-05-02 16:25:23 | INFO     | ℹ️ | [run                      :2278] | Starting execution of pipeline methods...
2025-05-02 16:25:23 | INFO     | ℹ️ | [run                      :2282] | --- Running Method 1/1: cv_model_evaluation ---
2025-05-02 16:25:23 | DEBUG    | 🐛 | [run                      :2283] | Parameters for cv_model_evaluation: {'cv': 5, 'save_results': True}
2025-05-02 16:25:23 | INFO     | ℹ️ | [cv_model_evaluation      :1802] | Performing 5-fold cross-validation for model evaluation.
2025-05-02 16:25:23 | INFO     | ℹ️ | [cv_model_evaluation      :1810] | Using full dataset (434) for 5-fold CV.
2025-05-02 16:25:23 | DEBUG    | 🐛 | [cv_model_evaluation      :1815] | Setting train_split=None and callbacks=None on cloned estimator for cross_validate.
2025-05-02 16:25:23 | INFO     | ℹ️ | [cv_model_evaluation      :1828] | Running cross_validate with PyTorch Dataset...
2025-05-02 16:25:26 | DEBUG    | 🐛 | [__init__                 :783 ] | SimpleCNN initialized with 7 output classes.
2025-05-02 16:25:26 | DEBUG    | 🐛 | [get_dataset              :1044] | [DEBUG] Adapter.get_dataset: X is list of tuples. Manual unpacking/stacking.
2025-05-02 16:25:26 | DEBUG    | 🐛 | [get_dataset              :1063] | [DEBUG] Adapter.get_dataset: Instantiating SkorchDataset directly with stacked tensor (shape=torch.Size([347, 3, 64, 64])) and target tensor (shape=torch.Size([347]), dtype=torch.int64).
2025-05-02 16:25:26 | DEBUG    | 🐛 | [get_split_datasets       :1168] | [DEBUG] Adapter.get_split_datasets: No X_val and self.train_split is None. No validation split.
2025-05-02 16:25:30 | DEBUG    | 🐛 | [get_dataset              :1044] | [DEBUG] Adapter.get_dataset: X is list of tuples. Manual unpacking/stacking.
2025-05-02 16:25:30 | DEBUG    | 🐛 | [get_dataset              :1063] | [DEBUG] Adapter.get_dataset: Instantiating SkorchDataset directly with stacked tensor (shape=torch.Size([87, 3, 64, 64])) and target tensor (shape=torch.Size([87]), dtype=torch.int64).
2025-05-02 16:25:32 | DEBUG    | 🐛 | [__init__                 :783 ] | SimpleCNN initialized with 7 output classes.
2025-05-02 16:25:32 | DEBUG    | 🐛 | [get_dataset              :1044] | [DEBUG] Adapter.get_dataset: X is list of tuples. Manual unpacking/stacking.
2025-05-02 16:25:32 | DEBUG    | 🐛 | [get_dataset              :1063] | [DEBUG] Adapter.get_dataset: Instantiating SkorchDataset directly with stacked tensor (shape=torch.Size([347, 3, 64, 64])) and target tensor (shape=torch.Size([347]), dtype=torch.int64).
2025-05-02 16:25:32 | DEBUG    | 🐛 | [get_split_datasets       :1168] | [DEBUG] Adapter.get_split_datasets: No X_val and self.train_split is None. No validation split.
2025-05-02 16:25:34 | DEBUG    | 🐛 | [get_dataset              :1044] | [DEBUG] Adapter.get_dataset: X is list of tuples. Manual unpacking/stacking.
2025-05-02 16:25:34 | DEBUG    | 🐛 | [get_dataset              :1063] | [DEBUG] Adapter.get_dataset: Instantiating SkorchDataset directly with stacked tensor (shape=torch.Size([87, 3, 64, 64])) and target tensor (shape=torch.Size([87]), dtype=torch.int64).
2025-05-02 16:25:36 | DEBUG    | 🐛 | [__init__                 :783 ] | SimpleCNN initialized with 7 output classes.
2025-05-02 16:25:36 | DEBUG    | 🐛 | [get_dataset              :1044] | [DEBUG] Adapter.get_dataset: X is list of tuples. Manual unpacking/stacking.
2025-05-02 16:25:36 | DEBUG    | 🐛 | [get_dataset              :1063] | [DEBUG] Adapter.get_dataset: Instantiating SkorchDataset directly with stacked tensor (shape=torch.Size([347, 3, 64, 64])) and target tensor (shape=torch.Size([347]), dtype=torch.int64).
2025-05-02 16:25:36 | DEBUG    | 🐛 | [get_split_datasets       :1168] | [DEBUG] Adapter.get_split_datasets: No X_val and self.train_split is None. No validation split.
2025-05-02 16:25:37 | DEBUG    | 🐛 | [get_dataset              :1044] | [DEBUG] Adapter.get_dataset: X is list of tuples. Manual unpacking/stacking.
2025-05-02 16:25:37 | DEBUG    | 🐛 | [get_dataset              :1063] | [DEBUG] Adapter.get_dataset: Instantiating SkorchDataset directly with stacked tensor (shape=torch.Size([87, 3, 64, 64])) and target tensor (shape=torch.Size([87]), dtype=torch.int64).
2025-05-02 16:25:39 | DEBUG    | 🐛 | [__init__                 :783 ] | SimpleCNN initialized with 7 output classes.
2025-05-02 16:25:39 | DEBUG    | 🐛 | [get_dataset              :1044] | [DEBUG] Adapter.get_dataset: X is list of tuples. Manual unpacking/stacking.
2025-05-02 16:25:39 | DEBUG    | 🐛 | [get_dataset              :1063] | [DEBUG] Adapter.get_dataset: Instantiating SkorchDataset directly with stacked tensor (shape=torch.Size([347, 3, 64, 64])) and target tensor (shape=torch.Size([347]), dtype=torch.int64).
2025-05-02 16:25:39 | DEBUG    | 🐛 | [get_split_datasets       :1168] | [DEBUG] Adapter.get_split_datasets: No X_val and self.train_split is None. No validation split.
2025-05-02 16:25:41 | DEBUG    | 🐛 | [get_dataset              :1044] | [DEBUG] Adapter.get_dataset: X is list of tuples. Manual unpacking/stacking.
2025-05-02 16:25:41 | DEBUG    | 🐛 | [get_dataset              :1063] | [DEBUG] Adapter.get_dataset: Instantiating SkorchDataset directly with stacked tensor (shape=torch.Size([87, 3, 64, 64])) and target tensor (shape=torch.Size([87]), dtype=torch.int64).
2025-05-02 16:25:43 | DEBUG    | 🐛 | [__init__                 :783 ] | SimpleCNN initialized with 7 output classes.
2025-05-02 16:25:43 | DEBUG    | 🐛 | [get_dataset              :1044] | [DEBUG] Adapter.get_dataset: X is list of tuples. Manual unpacking/stacking.
2025-05-02 16:25:43 | DEBUG    | 🐛 | [get_dataset              :1063] | [DEBUG] Adapter.get_dataset: Instantiating SkorchDataset directly with stacked tensor (shape=torch.Size([348, 3, 64, 64])) and target tensor (shape=torch.Size([348]), dtype=torch.int64).
2025-05-02 16:25:43 | DEBUG    | 🐛 | [get_split_datasets       :1168] | [DEBUG] Adapter.get_split_datasets: No X_val and self.train_split is None. No validation split.
2025-05-02 16:25:45 | DEBUG    | 🐛 | [get_dataset              :1044] | [DEBUG] Adapter.get_dataset: X is list of tuples. Manual unpacking/stacking.
2025-05-02 16:25:45 | DEBUG    | 🐛 | [get_dataset              :1063] | [DEBUG] Adapter.get_dataset: Instantiating SkorchDataset directly with stacked tensor (shape=torch.Size([86, 3, 64, 64])) and target tensor (shape=torch.Size([86]), dtype=torch.int64).
2025-05-02 16:25:45 | INFO     | ℹ️ | [cv_model_evaluation      :1848] | Cross-validation finished.
2025-05-02 16:25:45 | INFO     | ℹ️ | [_save_results            :1449] | Detailed results saved to: C:\Users\Stefan\Documents\Github\UBB-Y3-AI-Research\model_src\pipeline_v2\results\mini-GCD-flat\cnn\cv_model_evaluation_cv=5_20250502_162545.json
2025-05-02 16:25:45 | INFO     | ℹ️ | [_save_results            :1474] | Summary results updated in: C:\Users\Stefan\Documents\Github\UBB-Y3-AI-Research\model_src\pipeline_v2\results\mini-GCD-flat\cnn\summary_results.csv
2025-05-02 16:25:45 | INFO     | ℹ️ | [cv_model_evaluation      :1874] | CV Evaluation Summary (Avg over 5 folds):
2025-05-02 16:25:45 | INFO     | ℹ️ | [cv_model_evaluation      :1875] |   Accuracy: 0.2971 +/- 0.0890
2025-05-02 16:25:45 | INFO     | ℹ️ | [cv_model_evaluation      :1876] |   Macro F1: 0.2080 +/- 0.1033
2025-05-02 16:25:45 | INFO     | ℹ️ | [cv_model_evaluation      :1877] |   Note: AUC metrics are not computed by default in cross_validate.
2025-05-02 16:25:45 | INFO     | ℹ️ | [run                      :2294] | --- Method cv_model_evaluation completed successfully ---
2025-05-02 16:25:45 | INFO     | ℹ️ | [run                      :2304] | Pipeline execution finished.
2025-05-02 16:25:45 | INFO     | ℹ️ | [<module>                 :2382] | --- Final Execution Results ---
2025-05-02 16:25:45 | INFO     | ℹ️ | [<module>                 :2389] | Method cv_model_evaluation_0: Completed. (Accuracy/MeanAccuracy: 0.2971, BestScore: nan)
2025-05-02 16:26:20 | INFO     | ℹ️ | [<module>                 :184 ] | Logger 'ImgClassPipe' initialized. Log file: C:\Users\Stefan\Documents\Github\UBB-Y3-AI-Research\model_src\pipeline_v2\logs\classification.log
2025-05-02 16:26:20 | DEBUG    | 🐛 | [<module>                 :2363] | Chosen sequence: [('nested_grid_search', {'param_grid': {'lr': [0.001, 0.0005], 'optimizer__weight_decay': [0.01, 0.001]}, 'outer_cv': 3, 'inner_cv': 2, 'method': 'grid', 'scoring': 'accuracy', 'save_results': True})]
2025-05-02 16:26:20 | INFO     | ℹ️ | [__init__                 :2191] | Initializing Pipeline Executor for model 'cnn' on dataset 'mini-GCD-flat'...
2025-05-02 16:26:20 | INFO     | ℹ️ | [__init__                 :1226] | Initializing Classification Pipeline:
2025-05-02 16:26:20 | INFO     | ℹ️ | [__init__                 :1227] |   Dataset Path: C:\Users\Stefan\Documents\Github\UBB-Y3-AI-Research\model_src\data\mini-GCD-flat
2025-05-02 16:26:20 | INFO     | ℹ️ | [__init__                 :1228] |   Model Type: cnn
2025-05-02 16:26:20 | DEBUG    | 🐛 | [_detect_structure        :443 ] | Did not find standard 'train'/'test' structure. Assuming FLAT structure.
2025-05-02 16:26:20 | INFO     | ℹ️ | [__init__                 :383 ] | Detected dataset structure: flat
2025-05-02 16:26:20 | INFO     | ℹ️ | [_load_flat_dataset       :476 ] | Loading FLAT dataset from C:\Users\Stefan\Documents\Github\UBB-Y3-AI-Research\model_src\data\mini-GCD-flat...
2025-05-02 16:26:20 | INFO     | ℹ️ | [_load_flat_dataset       :486 ] | Full dataset loaded: 434 samples.
2025-05-02 16:26:20 | DEBUG    | 🐛 | [_load_flat_dataset       :501 ] | Initial split: 347 train+val, 87 test indices.
2025-05-02 16:26:20 | DEBUG    | 🐛 | [_load_flat_dataset       :515 ] | Train/Val split: 277 train, 70 validation indices.
2025-05-02 16:26:20 | DEBUG    | 🐛 | [__init__                 :226 ] | TransformedSubset base dataset is a Subset, accessing underlying dataset attributes.
2025-05-02 16:26:20 | INFO     | ℹ️ | [_load_flat_dataset       :534 ] | FLAT Dataset splits: 277 train, 70 validation, 87 test samples.
2025-05-02 16:26:20 | INFO     | ℹ️ | [__init__                 :401 ] | Found 7 classes: 1_cumulus, 2_altocumulus, 3_cirrus, 4_clearsky, 5_stratocumulus, 6_cumulonimbus, 7_mixed
2025-05-02 16:26:20 | INFO     | ℹ️ | [__init__                 :1243] |   Results will be saved to: C:\Users\Stefan\Documents\Github\UBB-Y3-AI-Research\model_src\pipeline_v2\results\mini-GCD-flat\cnn
2025-05-02 16:26:20 | INFO     | ℹ️ | [__init__                 :1259] |   Model Adapter: Initialized with SimpleCNN
2025-05-02 16:26:20 | INFO     | ℹ️ | [__init__                 :1265] | Pipeline initialized successfully for cnn model and flat dataset structure.
2025-05-02 16:26:20 | DEBUG    | 🐛 | [_validate_methods        :2266] | Method validation successful.
2025-05-02 16:26:20 | INFO     | ℹ️ | [__init__                 :2215] | Executor configured to run methods: nested_grid_search
2025-05-02 16:26:20 | INFO     | ℹ️ | [run                      :2278] | Starting execution of pipeline methods...
2025-05-02 16:26:20 | INFO     | ℹ️ | [run                      :2282] | --- Running Method 1/1: nested_grid_search ---
2025-05-02 16:26:20 | DEBUG    | 🐛 | [run                      :2283] | Parameters for nested_grid_search: {'param_grid': {'lr': [0.001, 0.0005], 'optimizer__weight_decay': [0.01, 0.001]}, 'outer_cv': 3, 'inner_cv': 2, 'method': 'grid', 'scoring': 'accuracy', 'save_results': True}
2025-05-02 16:26:20 | INFO     | ℹ️ | [nested_grid_search       :1661] | Performing nested 'grid' search.
2025-05-02 16:26:20 | INFO     | ℹ️ | [nested_grid_search       :1662] |   Outer CV folds: 3, Inner CV folds: 2
2025-05-02 16:26:20 | INFO     | ℹ️ | [nested_grid_search       :1663] |   Parameter Grid: {'lr': [0.001, 0.0005], 'optimizer__weight_decay': [0.01, 0.001]}
2025-05-02 16:26:20 | INFO     | ℹ️ | [nested_grid_search       :1664] |   Scoring Metric: accuracy
2025-05-02 16:26:20 | INFO     | ℹ️ | [nested_grid_search       :1692] | Using full dataset for standard nested CV (FLAT structure).
2025-05-02 16:26:20 | INFO     | ℹ️ | [nested_grid_search       :1720] | Running standard nested CV using cross_validate...
2025-05-02 16:26:22 | DEBUG    | 🐛 | [__init__                 :783 ] | SimpleCNN initialized with 7 output classes.
2025-05-02 16:26:22 | DEBUG    | 🐛 | [get_dataset              :1044] | [DEBUG] Adapter.get_dataset: X is list of tuples. Manual unpacking/stacking.
2025-05-02 16:26:22 | DEBUG    | 🐛 | [get_dataset              :1063] | [DEBUG] Adapter.get_dataset: Instantiating SkorchDataset directly with stacked tensor (shape=torch.Size([144, 3, 64, 64])) and target tensor (shape=torch.Size([144]), dtype=torch.int64).
2025-05-02 16:26:22 | DEBUG    | 🐛 | [get_split_datasets       :1163] | [DEBUG] Adapter.get_split_datasets: No X_val provided, using self.train_split.
2025-05-02 16:26:25 | DEBUG    | 🐛 | [get_dataset              :1044] | [DEBUG] Adapter.get_dataset: X is list of tuples. Manual unpacking/stacking.
2025-05-02 16:26:25 | DEBUG    | 🐛 | [get_dataset              :1063] | [DEBUG] Adapter.get_dataset: Instantiating SkorchDataset directly with stacked tensor (shape=torch.Size([145, 3, 64, 64])) and target tensor (shape=torch.Size([145]), dtype=torch.int64).
2025-05-02 16:26:25 | DEBUG    | 🐛 | [__init__                 :783 ] | SimpleCNN initialized with 7 output classes.
2025-05-02 16:26:25 | DEBUG    | 🐛 | [get_dataset              :1044] | [DEBUG] Adapter.get_dataset: X is list of tuples. Manual unpacking/stacking.
2025-05-02 16:26:25 | DEBUG    | 🐛 | [get_dataset              :1063] | [DEBUG] Adapter.get_dataset: Instantiating SkorchDataset directly with stacked tensor (shape=torch.Size([145, 3, 64, 64])) and target tensor (shape=torch.Size([145]), dtype=torch.int64).
2025-05-02 16:26:25 | DEBUG    | 🐛 | [get_split_datasets       :1163] | [DEBUG] Adapter.get_split_datasets: No X_val provided, using self.train_split.
2025-05-02 16:26:26 | DEBUG    | 🐛 | [get_dataset              :1044] | [DEBUG] Adapter.get_dataset: X is list of tuples. Manual unpacking/stacking.
2025-05-02 16:26:26 | DEBUG    | 🐛 | [get_dataset              :1063] | [DEBUG] Adapter.get_dataset: Instantiating SkorchDataset directly with stacked tensor (shape=torch.Size([144, 3, 64, 64])) and target tensor (shape=torch.Size([144]), dtype=torch.int64).
2025-05-02 16:26:26 | DEBUG    | 🐛 | [__init__                 :783 ] | SimpleCNN initialized with 7 output classes.
2025-05-02 16:26:26 | DEBUG    | 🐛 | [get_dataset              :1044] | [DEBUG] Adapter.get_dataset: X is list of tuples. Manual unpacking/stacking.
2025-05-02 16:26:26 | DEBUG    | 🐛 | [get_dataset              :1063] | [DEBUG] Adapter.get_dataset: Instantiating SkorchDataset directly with stacked tensor (shape=torch.Size([144, 3, 64, 64])) and target tensor (shape=torch.Size([144]), dtype=torch.int64).
2025-05-02 16:26:26 | DEBUG    | 🐛 | [get_split_datasets       :1163] | [DEBUG] Adapter.get_split_datasets: No X_val provided, using self.train_split.
2025-05-02 16:26:28 | DEBUG    | 🐛 | [get_dataset              :1044] | [DEBUG] Adapter.get_dataset: X is list of tuples. Manual unpacking/stacking.
2025-05-02 16:26:28 | DEBUG    | 🐛 | [get_dataset              :1063] | [DEBUG] Adapter.get_dataset: Instantiating SkorchDataset directly with stacked tensor (shape=torch.Size([145, 3, 64, 64])) and target tensor (shape=torch.Size([145]), dtype=torch.int64).
2025-05-02 16:26:28 | DEBUG    | 🐛 | [__init__                 :783 ] | SimpleCNN initialized with 7 output classes.
2025-05-02 16:26:28 | DEBUG    | 🐛 | [get_dataset              :1044] | [DEBUG] Adapter.get_dataset: X is list of tuples. Manual unpacking/stacking.
2025-05-02 16:26:28 | DEBUG    | 🐛 | [get_dataset              :1063] | [DEBUG] Adapter.get_dataset: Instantiating SkorchDataset directly with stacked tensor (shape=torch.Size([145, 3, 64, 64])) and target tensor (shape=torch.Size([145]), dtype=torch.int64).
2025-05-02 16:26:28 | DEBUG    | 🐛 | [get_split_datasets       :1163] | [DEBUG] Adapter.get_split_datasets: No X_val provided, using self.train_split.
2025-05-02 16:26:29 | DEBUG    | 🐛 | [get_dataset              :1044] | [DEBUG] Adapter.get_dataset: X is list of tuples. Manual unpacking/stacking.
2025-05-02 16:26:29 | DEBUG    | 🐛 | [get_dataset              :1063] | [DEBUG] Adapter.get_dataset: Instantiating SkorchDataset directly with stacked tensor (shape=torch.Size([144, 3, 64, 64])) and target tensor (shape=torch.Size([144]), dtype=torch.int64).
2025-05-02 16:26:29 | DEBUG    | 🐛 | [__init__                 :783 ] | SimpleCNN initialized with 7 output classes.
2025-05-02 16:26:29 | DEBUG    | 🐛 | [get_dataset              :1044] | [DEBUG] Adapter.get_dataset: X is list of tuples. Manual unpacking/stacking.
2025-05-02 16:26:29 | DEBUG    | 🐛 | [get_dataset              :1063] | [DEBUG] Adapter.get_dataset: Instantiating SkorchDataset directly with stacked tensor (shape=torch.Size([144, 3, 64, 64])) and target tensor (shape=torch.Size([144]), dtype=torch.int64).
2025-05-02 16:26:29 | DEBUG    | 🐛 | [get_split_datasets       :1163] | [DEBUG] Adapter.get_split_datasets: No X_val provided, using self.train_split.
2025-05-02 16:26:30 | DEBUG    | 🐛 | [get_dataset              :1044] | [DEBUG] Adapter.get_dataset: X is list of tuples. Manual unpacking/stacking.
2025-05-02 16:26:30 | DEBUG    | 🐛 | [get_dataset              :1063] | [DEBUG] Adapter.get_dataset: Instantiating SkorchDataset directly with stacked tensor (shape=torch.Size([145, 3, 64, 64])) and target tensor (shape=torch.Size([145]), dtype=torch.int64).
2025-05-02 16:26:30 | DEBUG    | 🐛 | [__init__                 :783 ] | SimpleCNN initialized with 7 output classes.
2025-05-02 16:26:30 | DEBUG    | 🐛 | [get_dataset              :1044] | [DEBUG] Adapter.get_dataset: X is list of tuples. Manual unpacking/stacking.
2025-05-02 16:26:30 | DEBUG    | 🐛 | [get_dataset              :1063] | [DEBUG] Adapter.get_dataset: Instantiating SkorchDataset directly with stacked tensor (shape=torch.Size([145, 3, 64, 64])) and target tensor (shape=torch.Size([145]), dtype=torch.int64).
2025-05-02 16:26:30 | DEBUG    | 🐛 | [get_split_datasets       :1163] | [DEBUG] Adapter.get_split_datasets: No X_val provided, using self.train_split.
2025-05-02 16:26:32 | DEBUG    | 🐛 | [get_dataset              :1044] | [DEBUG] Adapter.get_dataset: X is list of tuples. Manual unpacking/stacking.
2025-05-02 16:26:32 | DEBUG    | 🐛 | [get_dataset              :1063] | [DEBUG] Adapter.get_dataset: Instantiating SkorchDataset directly with stacked tensor (shape=torch.Size([144, 3, 64, 64])) and target tensor (shape=torch.Size([144]), dtype=torch.int64).
2025-05-02 16:26:32 | DEBUG    | 🐛 | [__init__                 :783 ] | SimpleCNN initialized with 7 output classes.
2025-05-02 16:26:32 | DEBUG    | 🐛 | [get_dataset              :1044] | [DEBUG] Adapter.get_dataset: X is list of tuples. Manual unpacking/stacking.
2025-05-02 16:26:32 | DEBUG    | 🐛 | [get_dataset              :1063] | [DEBUG] Adapter.get_dataset: Instantiating SkorchDataset directly with stacked tensor (shape=torch.Size([144, 3, 64, 64])) and target tensor (shape=torch.Size([144]), dtype=torch.int64).
2025-05-02 16:26:32 | DEBUG    | 🐛 | [get_split_datasets       :1163] | [DEBUG] Adapter.get_split_datasets: No X_val provided, using self.train_split.
2025-05-02 16:26:33 | DEBUG    | 🐛 | [get_dataset              :1044] | [DEBUG] Adapter.get_dataset: X is list of tuples. Manual unpacking/stacking.
2025-05-02 16:26:33 | DEBUG    | 🐛 | [get_dataset              :1063] | [DEBUG] Adapter.get_dataset: Instantiating SkorchDataset directly with stacked tensor (shape=torch.Size([145, 3, 64, 64])) and target tensor (shape=torch.Size([145]), dtype=torch.int64).
2025-05-02 16:26:33 | DEBUG    | 🐛 | [__init__                 :783 ] | SimpleCNN initialized with 7 output classes.
2025-05-02 16:26:33 | DEBUG    | 🐛 | [get_dataset              :1044] | [DEBUG] Adapter.get_dataset: X is list of tuples. Manual unpacking/stacking.
2025-05-02 16:26:33 | DEBUG    | 🐛 | [get_dataset              :1063] | [DEBUG] Adapter.get_dataset: Instantiating SkorchDataset directly with stacked tensor (shape=torch.Size([145, 3, 64, 64])) and target tensor (shape=torch.Size([145]), dtype=torch.int64).
2025-05-02 16:26:33 | DEBUG    | 🐛 | [get_split_datasets       :1163] | [DEBUG] Adapter.get_split_datasets: No X_val provided, using self.train_split.
2025-05-02 16:26:34 | DEBUG    | 🐛 | [get_dataset              :1044] | [DEBUG] Adapter.get_dataset: X is list of tuples. Manual unpacking/stacking.
2025-05-02 16:26:34 | DEBUG    | 🐛 | [get_dataset              :1063] | [DEBUG] Adapter.get_dataset: Instantiating SkorchDataset directly with stacked tensor (shape=torch.Size([144, 3, 64, 64])) and target tensor (shape=torch.Size([144]), dtype=torch.int64).
2025-05-02 16:26:34 | DEBUG    | 🐛 | [__init__                 :783 ] | SimpleCNN initialized with 7 output classes.
